Country,OptIn Date,Language,Agree,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo,NormallyDo_raw,PandemicChange,YesPandemicChange_raw,YesPandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurred vision,Experience_Clammy skin,Experience_Concentration loss,Experience_Confusion,Experience_Convulsions,Experience_Dizziness,Experience_Fainting [brief loss of consciousness],Experience_Fatigue,Experience_Feeling hot,Experience_Feeling listless/lack of engagement with social activities/family,Experience_Feeling sweaty,Experience_Feeling thirsty,Experience_Headache,Experience_Irrational behaviour,Experience_Loss of consciousness [extensive],Experience_Muscle cramps,Experience_Muscle weakness,Experience_Nausea,Experience_Poor quality of sleep,Experience_Rash,Experience_Vomiting,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeat (Feeling hot),ExperienceBeforeHeat (Feeling sweaty),ExperienceBeforeHeat (Headache),ExperienceBeforeHeat (Dizziness),ExperienceBeforeHeat (Concentration loss),ExperienceBeforeHeat (Irrational behaviour),ExperienceBeforeHeat (Rash),ExperienceBeforeHeat (Muscle weakness),ExperienceBeforeHeat (Fatigue),ExperienceBeforeHeat,ExperienceBeforeHeat (Convulsions),ExperienceBeforeHeat (Feeling thirsty),ExperienceBeforeHeat (Vomiting),ExperienceBeforeHeat (Muscle cramps),ExperienceBeforeHeat (Feeling listless/lack of engagement with social activities/family),ExperienceBeforeHeat (Blurred vision),ExperienceBeforeHeat (Fainting [brief loss of consciousness]),ExperienceBeforeHeat (Clammy skin),ExperienceBeforeHeat (Confusion),ExperienceBeforeHeat (Poor quality of sleep),ExperienceBeforeHeat (Nausea),ExperienceBeforeHeat (Loss of consciousness [extensive]),FeelingMore,PhysicalConflict,HeatAffect,Language2
India,01/07/2020,Hindi,Yes,18-24,Hyderabad,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,18,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,WOODEN SHINGLES,BAMBOO POLES OR WOOD,WOOD/BAMBOO,1,5,Use Air Coolers,We put on table fan.,NO,,,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,IRRITABLE,YES,MORE,Hindi
India,03/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,OTHER,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],OTHER,3,6,Use Air Coolers,Switch on the cooler.,YES,Spending time indoor.,spend more time indoors,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,WARM,HOT,VERY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,YES,,,CAN'T REMEMBER,,,,,,,,,,,,,,,FRUSTRATED,YES,LESS,Hindi
India,06/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,1,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,GALVANISED IRON,BAMBOO POLES OR WOOD,ASPHALTED FLOOR,1,2,Use Air Coolers,Will you turn the fan on?,NO,,,OTHER,REMAINED ABOUT THE SAME,SLIGHTLY INCREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,DON'T KNOW,THE SAME,NEUTRAL,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,CAN'T REMEMBER,,,,,,,,,,,,,,,,,,,,,IMPATIENT,DON'T KNOW,LESS,Hindi
India,06/07/2020,Hindi,Yes,18-24,Hyderabad,FEMALE,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,TABLE FAN,OTHER,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,PALM FRONDS,BAMBOO POLES OR WOOD,WOOD/BAMBOO,2,4,Use Air Coolers,Putting on table fan.,NO,,,HALF OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,EASIER,HOT,HOT,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,MAYBE,,IMPATIENT,NO,MORE,Hindi
India,03/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,AGRICULTURE/HUSBANDRY/FISHING,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,OTHER,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,DRIED CLAY,PALM FRONDS/WOVEN MATS,WOOD/BAMBOO,2,5,spending more time outdoors,Due to corona we receive less money and also can't go out.,NO,,,HALF OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,NO CHANGE,THE SAME,WARM,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,MAYBE,,,,SHORT TEMPERED,YES,MORE,Hindi
India,06/07/2020,Hindi,Yes,18-24,Hyderabad,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,1,3,Use Air Coolers,Table fan,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY INCREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,VERY HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,MAYBE,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Hindi
India,02/07/2020,Hindi,Yes,18-24,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CEMENT,1,3,Use Air Coolers,Putting the fan on and then cleaning the the floor with water.,YES,I am not getting enough work.,Other responses,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,CAN'T REMEMBER,,,,,YES,,,,,,,IMPATIENT,ABOUT THE SAME,MORE,Hindi
India,03/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,OTHER,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,6,spending more time outdoors,Switch on the cooler or sit under the tree.,YES,Due to covid my shop had been closed.,Other responses,SOME OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,CAN'T REMEMBER,,,NO,,,,,,,,,,,,,,,,,,FRUSTRATED,YES,ABOUT THE SAME,Hindi
India,01/07/2020,Hindi,Yes,18-24,Hyderabad,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,WOODEN SHINGLES,BAMBOO POLES OR WOOD,WOOD/BAMBOO,1,3,Use Air Coolers,By putting the cooler on.,NO,,,SOME OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,VERY HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,YES,,IMPATIENT,YES,MORE,Hindi
India,03/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,TABLE FAN,OTHER,18,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,PALM FRONDS,REINFORCED CONCRETE,ASPHALTED FLOOR,1,3,Use Air Coolers,Putting on cooler.,NO,,,HALF OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,,,,,,,,,,,,,,IMPATIENT,YES,MORE,Hindi
India,06/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,2,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,3,spending more time outdoors,Will you go outside.,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,NEUTRAL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,NO,,,,,,,,,,,,,,,,FRUSTRATED,ABOUT THE SAME,ABOUT THE SAME,Hindi
India,05/07/2020,Hindi,Yes,18-24,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,spending more time outdoors,We sit outside.,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,Hindi
India,05/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,1,5,Use Air Coolers,By putting the table fan on.,YES,We hardly get food to eat.,Other responses,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Hindi
India,06/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,Use Air Coolers,Switching on fan.,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,Hindi
India,06/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,AGRICULTURE/HUSBANDRY/FISHING,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,OTHER,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,GALVANISED IRON,PALM FRONDS/WOVEN MATS,WOOD/BAMBOO,2,4,Use Air Coolers,We put on table fan.,YES,We can't go outside.,spend more time indoors,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,VERY HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,MAYBE,,,,,,,,,,,IRRITABLE,NO,MORE,Hindi
India,06/07/2020,Hindi,Yes,35+,Hyderabad,MALE,MIGRANT REMITTANCES [FROM OUTSIDE OF THE COUNTRY],MIGRANT REMITTANCES [FROM OUTSIDE OF THE COUNTRY],NO,OTHER,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,PALM FRONDS,BAMBOO POLES OR WOOD,CLAY COAT,1,7,Use Air Coolers,Cooler,YES,Mostly staying indoor.,spend more time indoors,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,MAYBE,,,,,YES,,,SHORT TEMPERED,NO,LESS,Hindi
India,01/07/2020,Hindi,Yes,18-24,Hyderabad,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,14,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,WOODEN SHINGLES,BAMBOO POLES OR WOOD,WOOD/BAMBOO,1,5,Use Air Coolers,We put on table fan.,NO,,,SOME OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,,,,,,,,,,,,,,UNHAPPY,YES,MORE,Hindi
India,05/07/2020,Hindi,Yes,35+,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,spending more time outdoors,We sit under tree.,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,Hindi
India,05/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,Use Air Coolers,Switching on fan.,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Hindi
India,02/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,1,5,Use Air Coolers,Putting on fan.,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,Hindi
India,04/07/2020,Hindi,Yes,35+,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CLAY COAT,2,5,spending more time outdoors,I want to sit outside.,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,Hindi
India,07/07/2020,Hindi,Yes,18-24,Hyderabad,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,23,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],PALM FRONDS/WOVEN MATS,CEMENT,1,4,spending more time outdoors,We sit outside.,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,NO,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Hindi
India,02/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,OTHER,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,5,Use Air Coolers,Switch on the cooler.,YES,Effected work badly.,Other responses,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,MAYBE,YES,,,,,,,,,,,,,,,,,IMPATIENT,YES,MORE,Hindi
India,03/07/2020,Hindi,Yes,25-34,Hyderabad,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],SUPPLIED IN TANKS,2,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,5,Use Air Coolers,Will you turn the fan on?,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,NO CHANGE,HARDER,NEUTRAL,WARM,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME,Hindi
India,06/07/2020,Hindi,Yes,25-34,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,1,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,REINFORCED CONCRETE,REINFORCED CONCRETE,ASPHALTED FLOOR,1,3,Use Air Coolers,Will you turn the fan on?,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,NO CHANGE,THE SAME,SLIGHTLY COOL,COMFORTABLE,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,ABOUT THE SAME,ABOUT THE SAME,Hindi
India,04/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,MIGRANT REMITTANCES [FROM OUTSIDE OF THE COUNTRY],MIGRANT REMITTANCES [FROM OUTSIDE OF THE COUNTRY],NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],OTHER,2,DRIED CLAY,DON'T KNOW,ASPHALTED FLOOR,2,5,spending more time outdoors,Going  outside.,NO,,,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,VERY HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,MAYBE,,,,,,,,,,IMPATIENT,NO,MORE,Hindi
India,04/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,Use Air Coolers,Switching on fan.,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY INCREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,COMFORTABLE,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,LESS,Hindi
India,06/07/2020,Hindi,Yes,35+,Hyderabad,FEMALE,MIGRANT REMITTANCES [FROM OUTSIDE OF THE COUNTRY],MIGRANT REMITTANCES [FROM OUTSIDE OF THE COUNTRY],NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CLAY COAT,3,5,Use Air Coolers,Putting on table fan.,NO,,,HALF OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,MAYBE,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Hindi
